Species1	Species2	TraitValue1	TraitValue2	PatristicDistance	NormalizedTraitDifference	NormalizedPatristicDistance	Sbm	Sou	FinalScore	AIC_BM	AIC_OU	delta_AIC	SelectedModel
Hylobates_klossii	Hylobates_agilis	1.11175618088	1.46292214143	4.4746984417	0.291146675531947	0.0368551664910093	0.944296678424289	0.889535592246488	7.02711058198814	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Hylobates_lar	Hylobates_klossii	1.57075088223	1.11175618088	6.4663244216	0.380545942367339	0.0532588880005973	0.962509327276617	0.932290583073763	6.66141205374063	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Cebuella_pygmaea	Mico_humeralifer	1.16317057726	0.740274624203	6.9646224476	0.350616986440316	0.0573630431631504	0.935241537442259	0.899482782494324	5.49785933874067	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Ateles_belzebuth	Ateles_marginatus	0.993663379806	1.2773068744	4.261371935	0.235164764711153	0.0350981354812533	0.886728843545969	0.811041168660777	5.43414352312369	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_thibetana	Macaca_fascicularis	0.67332143316	1.23923535473	10.2479298864	0.469191138697775	0.0844055006325684	0.95839932176362	0.950136612144188	5.28159510493283	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Mico_humeralifer	Callithrix_jacchus	0.740274624203	1.18456042837	8.086073242	0.368351006078911	0.0665997003988465	0.928260299691588	0.900291201855584	4.97934927607032	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Saguinus_oedipus	Saguinus_bicolor	1.29891538769	0.933520333916	6.5019007411	0.302943813220103	0.053551906892349	0.90138497346834	0.853415037952706	4.82777964146985	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_silenus	Macaca_tonkeana	1.14490415604	0.744374565424	7.658282337	0.332073355223211	0.0630762663099284	0.904712222503519	0.868730922543622	4.57354896083644	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Loris_lydekkerianus	Loris_tardigradus	1.00325093797	1.10654377096	1.3666886474	0.0856386105424735	0.0112565211483085	0.691490701215272	0.565003366366992	4.29849529974543	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_fascicularis	Macaca_tonkeana	1.23923535473	0.744374565424	10.9824679326	0.410282002936452	0.0904554104397635	0.914760672788519	0.907987658157395	4.11839372812832	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_tonkeana	Macaca_maura	0.744374565424	0.935763721557	3.26303432	0.158678012110612	0.0268754810399668	0.777972131239529	0.676009778987513	3.99129182981148	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_arctoides	Macaca_fascicularis	0.787140639548	1.23923535473	10.2479298855	0.374825262518747	0.0844055006251557	0.896412108156447	0.882815581582232	3.92037935527131	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Ateles_geoffroyi	Ateles_belzebuth	1.34677002605	0.993663379806	7.4708789	0.292755670285241	0.0615327466824922	0.863502820121567	0.820016616915265	3.90141066786426	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Saguinus_oedipus	Saguinus_midas	1.29891538769	0.981538811585	6.5019007411	0.263132380142881	0.053551906892349	0.84858726632943	0.792664036813445	3.89483002126645	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_thibetana	Macaca_silenus	0.67332143316	1.14490415604	10.982467934	0.390982490984534	0.0904554104512944	0.899016700986134	0.891642754943247	3.85401717439262	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Macaca_nigra	Macaca_tonkeana	0.968816141026	0.744374565424	4.1677209	0.186081300378117	0.0343267931143989	0.794887652653273	0.705586417488614	3.82489671137802	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Hoolock_hoolock	Hylobates_muelleri	1.19282123296	1.83057743617	16.0817715027	0.52875454692036	0.132455041144002	0.933190568466144	0.954875213327259	3.81181876074785	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Propithecus_tattersalli	Propithecus_verreauxi	0.661145208166	1.04404636044	8.601073458	0.317457869115005	0.0708414205842128	0.86762035225084	0.836371590428015	3.74798727490194	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Ateles_paniscus	Ateles_belzebuth	1.29224784728	0.993663379806	6.326701746	0.247552111640827	0.0521089072762642	0.828743353338995	0.768795416415411	3.65229168488271	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Cebuella_pygmaea	Mico_argentatus	1.16317057726	0.84285099368	6.9646224476	0.265572385549641	0.0573630431631504	0.838168445197974	0.786495846128664	3.64122205802795	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Papio_hamadryas	Papio_anubis	0.961842981167	0.777921027868	3.47880109	0.152487061036548	0.0286526109036177	0.744266994320196	0.64414818531137	3.42810866278697	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Trachypithecus_obscurus	Trachypithecus_pileatus	0.98330722749	0.67173356493	7.125305212	0.258321267515735	0.0586864820744768	0.821475274681373	0.770289785706115	3.39059740445009	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Mico_argentatus	Callithrix_jacchus	0.84285099368	1.18456042837	8.086073242	0.283306405188236	0.0665997003988465	0.833949627627246	0.794550685308029	3.3799145798915	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Aotus_trivirgatus	Aotus_vociferans	1.32469369077	0.990294719876	7.9865332398	0.277245404208903	0.0657798544580768	0.82736837403182	0.786412356658846	3.3145286424389	11.8833270502149	-28.8301865462559	40.7135135964709	OU
Cheirogaleus_major	Cheirogaleus_medius	0.638672839046	1.35534465104	21.154435	0.594182349515623	0.174235254980006	0.927490396295187	0.969543280143554	3.30636589144309	11.8833270502149	-28.8301865462559	40.7135135964709	OU
