comparison_id	method	species	role
021	rerconverge	Macaca_tonkeana	BG
021	rerconverge	Mico_humeralifer	BG
021	rerconverge	Trachypithecus_pileatus	BG
022	rerconverge	Aotus_trivirgatus	FG
022	rerconverge	Ateles_geoffroyi	FG
022	rerconverge	Eulemur_macaco	FG
022	rerconverge	Nomascus_concolor	FG
022	rerconverge	Alouatta_seniculus	BG
022	rerconverge	Eulemur_rubriventer	BG
022	rerconverge	Macaca_thibetana	BG
022	rerconverge	Macaca_tonkeana	BG
022	rerconverge	Mico_humeralifer	BG
022	rerconverge	Trachypithecus_pileatus	BG
023	rerconverge	Ateles_geoffroyi	FG
023	rerconverge	Cercocebus_torquatus	FG
023	rerconverge	Eulemur_fulvus	FG
023	rerconverge	Nomascus_concolor	FG
023	rerconverge	Alouatta_seniculus	BG
023	rerconverge	Eulemur_rubriventer	BG
023	rerconverge	Macaca_thibetana	BG
023	rerconverge	Macaca_tonkeana	BG
023	rerconverge	Mico_humeralifer	BG
023	rerconverge	Trachypithecus_pileatus	BG
024	rerconverge	Ateles_geoffroyi	FG
024	rerconverge	Eulemur_macaco	FG
024	rerconverge	Lemur_catta	FG
024	rerconverge	Nomascus_concolor	FG
024	rerconverge	Alouatta_seniculus	BG
024	rerconverge	Eulemur_rubriventer	BG
024	rerconverge	Macaca_thibetana	BG
024	rerconverge	Macaca_tonkeana	BG
024	rerconverge	Mico_humeralifer	BG
024	rerconverge	Trachypithecus_pileatus	BG
025	rerconverge	Eulemur_fulvus	FG
025	rerconverge	Eulemur_macaco	FG
025	rerconverge	Lemur_catta	FG
025	rerconverge	Nomascus_concolor	FG
025	rerconverge	Alouatta_seniculus	BG
025	rerconverge	Eulemur_rubriventer	BG
025	rerconverge	Macaca_thibetana	BG
025	rerconverge	Macaca_tonkeana	BG
025	rerconverge	Mico_humeralifer	BG
025	rerconverge	Trachypithecus_pileatus	BG
026	rerconverge	Ateles_geoffroyi	FG
026	rerconverge	Cercocebus_torquatus	FG
026	rerconverge	Lemur_catta	FG
026	rerconverge	Nomascus_concolor	FG
026	rerconverge	Alouatta_seniculus	BG
026	rerconverge	Eulemur_rubriventer	BG
026	rerconverge	Macaca_thibetana	BG
026	rerconverge	Macaca_tonkeana	BG
026	rerconverge	Mico_humeralifer	BG
026	rerconverge	Trachypithecus_pileatus	BG
027	rerconverge	Aotus_trivirgatus	FG
027	rerconverge	Ateles_geoffroyi	FG
027	rerconverge	Eulemur_fulvus	FG
027	rerconverge	Nomascus_concolor	FG
027	rerconverge	Alouatta_seniculus	BG
027	rerconverge	Eulemur_rubriventer	BG
027	rerconverge	Macaca_thibetana	BG
027	rerconverge	Macaca_tonkeana	BG
027	rerconverge	Mico_humeralifer	BG
027	rerconverge	Trachypithecus_pileatus	BG
028	rerconverge	Aotus_trivirgatus	FG
028	rerconverge	Cercocebus_torquatus	FG
028	rerconverge	Lemur_catta	FG
028	rerconverge	Nomascus_concolor	FG
028	rerconverge	Alouatta_seniculus	BG
028	rerconverge	Eulemur_rubriventer	BG
028	rerconverge	Macaca_thibetana	BG
028	rerconverge	Macaca_tonkeana	BG
028	rerconverge	Mico_humeralifer	BG
028	rerconverge	Trachypithecus_pileatus	BG
029	rerconverge	Aotus_trivirgatus	FG
029	rerconverge	Cercocebus_torquatus	FG
029	rerconverge	Eulemur_fulvus	FG
029	rerconverge	Nomascus_concolor	FG
029	rerconverge	Alouatta_seniculus	BG
029	rerconverge	Eulemur_rubriventer	BG
029	rerconverge	Macaca_thibetana	BG
029	rerconverge	Macaca_tonkeana	BG
029	rerconverge	Mico_humeralifer	BG
029	rerconverge	Trachypithecus_pileatus	BG
030	rerconverge	Cercocebus_torquatus	FG
030	rerconverge	Eulemur_macaco	FG
030	rerconverge	Lemur_catta	FG
030	rerconverge	Nomascus_concolor	FG
030	rerconverge	Alouatta_seniculus	BG
030	rerconverge	Eulemur_rubriventer	BG
030	rerconverge	Macaca_thibetana	BG
030	rerconverge	Macaca_tonkeana	BG
030	rerconverge	Mico_humeralifer	BG
030	rerconverge	Trachypithecus_pileatus	BG
031	rerconverge	Aotus_trivirgatus	FG
031	rerconverge	Ateles_geoffroyi	FG
031	rerconverge	Eulemur_fulvus	FG
031	rerconverge	Lemur_catta	FG
031	rerconverge	Alouatta_seniculus	BG
031	rerconverge	Eulemur_rubriventer	BG
031	rerconverge	Macaca_thibetana	BG
031	rerconverge	Macaca_tonkeana	BG
031	rerconverge	Mico_humeralifer	BG
031	rerconverge	Trachypithecus_pileatus	BG
032	rerconverge	Aotus_trivirgatus	FG
032	rerconverge	Ateles_geoffroyi	FG
032	rerconverge	Cercocebus_torquatus	FG
032	rerconverge	Eulemur_macaco	FG
032	rerconverge	Alouatta_seniculus	BG
032	rerconverge	Eulemur_rubriventer	BG
032	rerconverge	Macaca_thibetana	BG
032	rerconverge	Macaca_tonkeana	BG
032	rerconverge	Mico_humeralifer	BG
032	rerconverge	Trachypithecus_pileatus	BG
033	rerconverge	Ateles_geoffroyi	FG
033	rerconverge	Eulemur_fulvus	FG
033	rerconverge	Lemur_catta	FG
033	rerconverge	Nomascus_concolor	FG
033	rerconverge	Alouatta_seniculus	BG
033	rerconverge	Eulemur_rubriventer	BG
033	rerconverge	Macaca_thibetana	BG
033	rerconverge	Macaca_tonkeana	BG
033	rerconverge	Mico_humeralifer	BG
033	rerconverge	Trachypithecus_pileatus	BG
034	rerconverge	Aotus_trivirgatus	FG
034	rerconverge	Ateles_geoffroyi	FG
034	rerconverge	Cercocebus_torquatus	FG
034	rerconverge	Lemur_catta	FG
034	rerconverge	Alouatta_seniculus	BG
034	rerconverge	Eulemur_rubriventer	BG
034	rerconverge	Macaca_thibetana	BG
034	rerconverge	Macaca_tonkeana	BG
034	rerconverge	Mico_humeralifer	BG
034	rerconverge	Trachypithecus_pileatus	BG
035	rerconverge	Ateles_geoffroyi	FG
035	rerconverge	Eulemur_fulvus	FG
035	rerconverge	Eulemur_macaco	FG
035	rerconverge	Lemur_catta	FG
035	rerconverge	Alouatta_seniculus	BG
035	rerconverge	Eulemur_rubriventer	BG
035	rerconverge	Macaca_thibetana	BG
035	rerconverge	Macaca_tonkeana	BG
035	rerconverge	Mico_humeralifer	BG
035	rerconverge	Trachypithecus_pileatus	BG
