accepted_tree_tip	original_species_name	superfamily	family	MLS_years	body_mass_g	expected_MLS_years	LQ_mammal	log_LQ_mammal	MLS_trait_id	MLS_source	MLS_source_link	mass_trait_id	mass_source	mass_source_link	taxonomic_mapping_status	genome_samples	genome_available
Erythrocebus_patas	Erythrocebus_patas	OWM	Cercopithecidae	28.3	9450	36.4973130345	0.775399547174	-0.254376837736	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	5	True
Eulemur_coronatus	Eulemur_coronatus	STR	Lemuridae	27	1470	25.6759934922	1.05156593096	0.0502804160145	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Eulemur_fulvus	Eulemur_fulvus	STR	Lemuridae	35.5	1840	26.7888980353	1.32517582296	0.281545147205	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	3	True
Eulemur_macaco	Eulemur_macaco	STR	Lemuridae	36.2	2063	27.3744016259	1.32240333486	0.279450789348	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Eulemur_mongoz	Eulemur_mongoz	STR	Lemuridae	36.2	1375	25.3538251317	1.42779244599	0.35612950741	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	6	True
Eulemur_rubriventer	Eulemur_rubriventer	STR	Lemuridae	20	1997.5	27.2079789922	0.735078485826	-0.307778002033	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	5	True
Galago_moholi	Galago_moholi	STR	Galagidae	16.6	200	17.6116055466	0.942560288217	-0.0591553954279	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Galago_senegalensis	Galago_senegalensis	STR	Galagidae	17.1	250	18.3702447408	0.930853140027	-0.0716537584802	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Galagoides_demidovii	Galagoides_demidovii	STR	Galagidae	13.4	60	14.0273252483	0.955278341579	-0.0457525238159	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Galagoides_zanzibaricus	Galagoides_zanzibaricus	STR	Galagidae	12.2	140	16.4635118051	0.741032663288	-0.299710574647	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Gorilla_gorilla	Gorilla_gorilla	APE	Hominidae	55	122500	59.2327643653	0.928540151543	-0.0741416556751	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	17	True
Hapalemur_griseus	Hapalemur_griseus	STR	Lemuridae	23.3	823	23.0099062665	1.01260734095	0.0125285301309	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Hoolock_hoolock	Hoolock_hoolock	APE	Hylobatidae	41	6880	34.3722922322	1.19282123296	0.176321285246	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	11	True
Hylobates_agilis	Hylobates_agilis	APE	Hylobatidae	49	6000	33.494605497	1.46292214143	0.380435902186	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Hylobates_klossii	Hylobates_klossii	APE	Hylobatidae	37	5800	33.2806784765	1.11175618088	0.105940909986	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Hylobates_lar	Hylobates_lar	APE	Hylobatidae	52	5640	33.1051859263	1.57075088223	0.45155377396	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	30	True
Hylobates_moloch	Hylobates_moloch	APE	Hylobatidae	45	6420	33.925667473	1.32642931892	0.282490609284	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Hylobates_muelleri	Hylobates_muelleri	APE	Hylobatidae	60	5350	32.776542972	1.83057743617	0.60463145597	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Hylobates_pileatus	Hylobates_pileatus	APE	Hylobatidae	38	5470	32.9142440771	1.15451534937	0.14368064498	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Lagothrix_lagotricha	Lagothrix_lagotricha	PLA	Atelidae	32	7150	34.6232731956	0.924233818657	-0.0787901888581	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	18	True
Lemur_catta	Lemur_catta	STR	Lemuridae	37.3	2210	27.7328447461	1.34497561795	0.296375884974	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	9	True
Leontocebus_fuscicolis	Leontocebus_fuscicolis	PLA	Callitrichidae	24.9	330	19.3599136228	1.28616276318	0.251663183265	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	0	False
Leontocebus_nigricollis	Leontocebus_nigricollis	PLA	Callitrichidae	20.2	480	20.7806378826	0.972058707442	-0.0283390777431	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Leontopithecus_chrysomelas	Leontopithecus_chrysomelas	PLA	Callitrichidae	21.3	580	21.5373453231	0.988979824599	-0.0110813473666	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	4	True
Leontopithecus_chrysopygus	Leontopithecus_chrysopygus	PLA	Callitrichidae	17.9	615	21.7771818421	0.82196126798	-0.196062004282	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Leontopithecus_rosalia	Leontopithecus_rosalia	PLA	Callitrichidae	31.6	640	21.9418022036	1.44017340539	0.364763526749	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	5	True
Lepilemur_mustelinus	Lepilemur_mustelinus	STR	Lepilemuridae	12	980	23.7818704489	0.504586046997	-0.684016894769	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Lophocebus_albigena	Lophocebus_albigena	OWM	Cercopithecidae	29	6950	34.4381179172	0.842090153409	-0.171868199914	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Loris_lydekkerianus	Loris_lydekkerianus	STR	Lorisidae	18.7	270	18.6394044523	1.00325093797	0.00324566509704	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	4	True
Loris_tardigradus	Loris_tardigradus	STR	Lorisidae	19.3	190	17.4416959423	1.10654377096	0.10124143776	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	4	True
Macaca_arctoides	Macaca_arctoides	OWM	Cercopithecidae	29.2	10300	37.0962932581	0.787140639548	-0.239348343166	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	8	True
Macaca_assamensis	Macaca_assamensis	OWM	Cercopithecidae	31.4	9000	36.162305846	0.868307461744	-0.141209408443	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	3	True
Macaca_fascicularis	Macaca_fascicularis	OWM	Cercopithecidae	38.5	4030	31.0675448801	1.23923535473	0.214494539997	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	36	True
Macaca_fuscata	Macaca_fuscata	OWM	Cercopithecidae	38.5	9500	36.5337322916	1.05382060866	0.0524222351167	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Macaca_maura	Macaca_maura	OWM	Cercopithecidae	33	7880	35.2653124285	0.935763721557	-0.0663922686053	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	50	True
Macaca_mulatta	Macaca_mulatta	OWM	Cercopithecidae	34	5960	33.4522877435	1.0163729387	0.0162403474521	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	83	True
Macaca_nemestrina	Macaca_nemestrina	OWM	Cercopithecidae	37.6	8890	36.0783538301	1.04217615297	0.041310981795	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	24	True
Macaca_nigra	Macaca_nigra	OWM	Cercopithecidae	34	7680	35.0943781386	0.968816141026	-0.0316804260374	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	6	True
Macaca_ochreata	Macaca_ochreata	OWM	Cercopithecidae	29	3950	30.9500340922	0.936994121351	-0.0650782706685	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	4	True
Macaca_radiata	Macaca_radiata	OWM	Cercopithecidae	30	5140	32.5294192723	0.9222421018	-0.0809475065976	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	13	True
Macaca_silenus	Macaca_silenus	OWM	Cercopithecidae	40	7500	34.9374223063	1.14490415604	0.135320926991	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	17	True
Macaca_sinica	Macaca_sinica	OWM	Cercopithecidae	29.3	4480	31.695369955	0.924425240707	-0.0785830959921	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	3	True
Macaca_sylvanus	Macaca_sylvanus	OWM	Cercopithecidae	29.1	13500	39.0424769809	0.745342054353	-0.293912032612	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	89	True
Macaca_thibetana	Macaca_thibetana	OWM	Cercopithecidae	27	15550	40.0997186044	0.67332143316	-0.395532450936	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Macaca_tonkeana	Macaca_tonkeana	OWM	Cercopithecidae	28.4	11950	38.1528350365	0.744374565424	-0.295210922687	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	44	True
Mandrillus_leucophaeus	Mandrillus_leucophaeus	OWM	Cercopithecidae	39	20375	42.2010960231	0.924146614076	-0.0788845466858	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Mandrillus_sphinx	Mandrillus_sphinx	OWM	Cercopithecidae	40	23600	43.3895003672	0.921882014346	-0.0813380307005	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	6	True
Mico_argentatus	Mico_argentatus	PLA	Callitrichidae	16.5	350	19.5764140088	0.84285099368	-0.170965093804	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	9	True
Mico_humeralifer	Mico_humeralifer	PLA	Callitrichidae	15	420	20.2627504842	0.740274624203	-0.300734047842	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	5	True
Microcebus_murinus	Microcebus_murinus	STR	Cheirogaleidae	18.2	60	14.0273252483	1.29746759826	0.26041436331	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	2	True
Miopithecus_talapoin	Miopithecus_talapoin	OWM	Cercopithecidae	27	1250	24.9011998097	1.08428510298	0.0809208785655	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Mirza_coquereli	Mirza_coquereli	STR	Cheirogaleidae	17.4	310	19.1324964229	0.909447445614	-0.0949180665159	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	0	False
Nasalis_larvatus	Nasalis_larvatus	OWM	Cercopithecidae	25.1	15750	40.1966912602	0.624429504347	-0.470916839139	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	6	True
Nomascus_concolor	Nomascus_concolor	APE	Hylobatidae	46.1	7690	35.1030100893	1.31327768994	0.272526065677	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	1	True
Nomascus_leucogenys	Nomascus_leucogenys	APE	Hylobatidae	44.1	6500	34.0051664565	1.29686175942	0.259947314778	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	not_in_tree_exactly	1	True
Nycticebus_bengalensis	Nycticebus_bengalensis	STR	Lorisidae	25.5	1260	24.9387288718	1.02250600386	0.0222564806619	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	9	True
Nycticebus_coucang	Nycticebus_coucang	STR	Lorisidae	25.8	650	22.0061923696	1.17239727649	0.159050606829	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	8	True
Nycticebus_pygmaeus	Nycticebus_pygmaeus	STR	Lorisidae	19.3	420	20.2627504842	0.952486683141	-0.0486791530334	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	8	True
Otolemur_crassicaudatus	Otolemur_crassicaudatus	STR	Galagidae	19.6	1150	24.5118546392	0.79961309695	-0.223627297113	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	3	True
Otolemur_garnettii	Otolemur_garnettii	STR	Galagidae	18.3	760	22.6661651925	0.807370803335	-0.213972232555	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	9	True
Pan_paniscus	Pan_paniscus	APE	Hominidae	54.5	39100	47.7337646844	1.14174945891	0.132561699167	PTD00065	"VanShaik et al. 2012/Isler	 K; van Schaik	 C P (2012)/AnAge DB"	https://www.zora.uzh.ch/id/eprint/71056/ / https://www.sciencedirect.com/science/article/abs/pii/S0047248412000577	PTD00014	Galán-Acedo et al. 2019	https://www.nature.com/articles/s41597-019-0059-9	exact_tree_tip_match	13	True
