SpeciesBROAD,GroupName,PTD00023,PTD00001,PTD00002,PTD00003,PTD00004,PTD00005,PTD00006,PTD00007,PTD00008,PTD00009,PTD00010,PTD00011,PTD00012,PTD00013,PTD00014,PTD00015,PTD00016,PTD00017,PTD00018,PTD00019,PTD00020,PTD00021,PTD00022,PTD00024,PTD00025,PTD00026,PTD00027,PTD00028,PTD00029,PTD00030,PTD00031,PTD00032,PTD00033,PTD00034,PTD00035,PTD00036,PTD00037,PTD00038,PTD00039,PTD00040,PTD00041,PTD00042,PTD00043,PTD00044,PTD00045,PTD00046,PTD00047,PTD00048,PTD00049,PTD00050,PTD00051,PTD00052,PTD00053,PTD00054,PTD00055,PTD00056,PTD00057,PTD00058,PTD00059,PTD00060,PTD00061,PTD00062,PTD00063,PTD00064,PTD00065,PTD00066,PTD00067,PTD00068,PTD00069,PTD00070,PTD00071,PTD00072,PTD00073,PTD00074,PTD00075,PTD00076,PTD00077,PTD00078,PTD00079,PTD00080,PTD00081,PTD00082,PTD00083,PTD00084,PTD00085,PTD00086,PTD00087,PTD00088,PTD00089,PTD00090,PTD00091,PTD00092,PTD00093,PTD00094,PTD00095,PTD00096,PTD00097,PTD00098,PTD00099,PTD00100,PTD00101,PTD00102,PTD00103,PTD00104,PTD00105,PTD00106,PTD00107,PTD00108,PTD00109,PTD00110,PTD00111,PTD00112,PTD00113,PTD00114,PTD00115,PTD00116,PTD00117,PTD00118,PTD00119,PTD00120,PTD00121,PTD00122,PTD00123,PTD00124,PTD00125,PTD00126,PTD00127,PTD00128,PTD00129,PTD00130,PTD00131,PTD00132,PTD00133,PTD00134,PTD00135,PTD00136,PTD00137,PTD00138,PTD00139,PTD00140,PTD00141,PTD00142,PTD00143,PTD00144,PTD00145,PTD00146,PTD00147,PTD00148,PTD00149,PTD00150,PTD00151,PTD00152,PTD00153,PTD00154,PTD00155,PTD00156,PTD00157,PTD00158,PTD00159,PTD00160,PTD00161,PTD00162,PTD00163,PTD00164,PTD00165,PTD00166,PTD00167,PTD00168,PTD00169,PTD00170,PTD00171,PTD00172,PTD00173,PTD00174,PTD00175,PTD00176,PTD00177,PTD00178,PTD00179,PTD00180,PTD00181,PTD00182,PTD00183,PTD00184,PTD00185,PTD00186,PTD00187,PTD00188,PTD00189,PTD00190,PTD00191,PTD00192,PTD00193,PTD00194,PTD00195,PTD00196,PTD00197,PTD00198,PTD00199,PTD00200,PTD00201,PTD00202,PTD00203,PTD00204,PTD00205,PTD00206,PTD00207,PTD00208,PTD00209,PTD00210,PTD00211,PTD00212,PTD00213,PTD00214,PTD00215,PTD00216,PTD00217,PTD00218,PTD00219,PTD00220,PTD00221,PTD00222,PTD00223,PTD00224,PTD00225,PTD00226,PTD00227,PTD00228,PTD00229,PTD00230,PTD00231,PTD00232,PTD00233,PTD00234,PTD00235,PTD00236,PTD00237,PTD00238,PTD00239,PTD00240,PTD00241,PTD00242,PTD00243,PTD00244,PTD00245,PTD00246,PTD00247,PTD00248,PTD00249,PTD00250,PTD00251,PTD00252,PTD00253,PTD00254,PTD00255,PTD00256,PTD00257,PTD00258,PTD00259,PTD00260,PTD00261,PTD00262,PTD00263
Indri_indri,STR_Indriidae_Indri_indri,1.01,8.753845093,3.549904702,Polymorphic,Pair,,Absent,Discrete,Low,Monogamous,159,363,0.7,Yes,6.465,5.83,6.84,D,Folivore,AR,5,1,Forest,34.81,34.14,5830,6840,0.852,3.2,1,1,1,912.5,136.5,331.34,,-17.23,1871.1,20,1342.6,1594.8,0.12,0.25,0.6396,43,57,,0.996,42,3,50,1.5,Monogamy,Pair,Bisexual,,6335,34.8,,,,135,365,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,12,1343,2,,,,,,,,,,,,,,,,,,35978.67,1342.01,5504,978,2911,25551,168,2.32,838,205,1855,1855,848,1520,20114,,,,,,,,,1648,99.6,,,3.44,4.9,3.68,100,170,66,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leontopithecus_chrysopygus,PLA_Callitrichidae_Leontopithecus_chrysopygus,,,,Polymorphic,Pair/Multimale,,Present,,Low,Monogamous,,,,,0.615,,,D,Frugivore,AR,4,1,Forest,,,,,,3.6,,,,,,,214.8,-21.99,1272.6,21.9,1229.4,1390.2,0.83,,,,,,,35.8,33,14.4,,,Pair,Bisexual,,,,,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_edwardsi,STR_Lepilemuridae_Lepilemur_edwardsi,,6.836259277,1.981001469,Dichromatic,Pair,1.56,Absent,Discrete,High,Monogamous,,,,Yes,0.975,0.928,0.934,N,Folivore,AR,4,1,Forest,7.25,8,928,934,0.994,2,,,,,,,,-17.31,1142,25.5,963.2,1571.2,0.08,,,,,,,,,,,,Solitary,Bisexual,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_ruficaudatus,STR_Lepilemuridae_Lepilemur_ruficaudatus,1.02,6.690842277,2.1102132,Dichromatic,Pair,,Absent,Discrete,Low,Monogamous,150,119,0.44,Yes,0.78,0.729,0.7185,N,Folivore,AR,5,1,Forest,8.25,7,806,803,1.004,1,1,1,,,135.92,119.32,,-21.58,578.9,23.9,789.1,1602.6,0.008,,,,,,1.179,,,,,Spatial Polygyny,Solitary,Bisexual,No,,,,,,136,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234.11,449.28,1165,260,593,4708,113,2.72,302,56.7,366,366,194,392,3282,,4.89,337,114,58.1,55.2,2.91,20.7,326,15.6,170,133,1.38,1.82,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_concolor,APE_Hylobatidae_Nomascus_concolor,1.01,,,Trichromatic,Pair/Unimale,0.36,Absent,Discrete,Low,Monogamous,,,,No,7.69,7.77,7.62,D,Folivore_frugivore,AR,5,1,Forest,,,7790,7620,1.022,,,,,821.25,207,635.13,529.2,22.7,1196.2,17.3,1062.3,1242.1,0.87,1.3,1.2352,22.5,63,7,1.125,,,,,Monogamy,Pair,Bisexual,,,,,,821,207,724,,46.1,,Monogamous,No,1,,4,7790,7620,1.022,19.11,16.98,1.125,7790,,,7790,0,0,0,0,0,0,1,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,51.8,1062,2,6550,6475.67,137.79,58.19,135.64,35.21,293,344.53,94.1,250.43,25.45,892.02,74.33,,,,,115800,,,,,,,,,,3988,,,1900,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_gabriellae,APE_Hylobatidae_Nomascus_gabriellae,,8.904494329,4.782311683,Trichromatic,Pair,0.59,Absent,Discrete,,Monogamous,,,,No,5.2,,5.2,D,Folivore_frugivore,AR,4,1,Forest,119.38,117.25,7410,7320,1.012,,,,,,,,,,,,,,,,,,,,,,,,,,Pair,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_leucogenys,APE_Hylobatidae_Nomascus_leucogenys,,8.782629655,4.803775113,Trichromatic,Pair,0.59,Absent,Discrete,Low,Monogamous,202,,,No,6.5,6.4,6.6,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,,,,20.91,1234.1,19.1,1050.9,1289.1,,1.3,,39,53,4,,,,,,,Pair,Bisexual,,,,,,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35034632,,0.6767,186.5,,0,0,0.25,8,8.285329004,6.932,9.75,107.625,,305,1.15,1,80,,,164.5,47.5,15.2,,,33,2598,,24,75.5,32,3,238,0,0,63,4984,2.6,,4.35,6.3,20.5,26,150.5,6.65,,,7.9,,,,,,,,,,,,150,6.85,,,
Plecturocebus_donacophilus,PLA_Pitheciidae_Plecturocebus_donacophilus,1.02,,,Polymorphic,Pair,,,,,Monogamous,,,,,0.95,0.991,0.909,D,Frugivore,AR,1,1,Forest/Savanna/Wetlands,,,991,909,1.09,,,,,,,,300,-15.87,1089.3,24.4,1238.2,1469.1,,,,,,,,,,,,,Pair,Bisexual,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plecturocebus_moloch,PLA_Pitheciidae_Plecturocebus_moloch,1.01,6.774223886,2.863913699,Polymorphic,Pair,3.85,,,,Monogamous,164,60,0.27,Yes,0.99,1.02,0.956,D,Omnivore,AR,1,,Forest,,,1020,956,1.067,3.3,1,1,1,365,163,58.85,303.6,-7.7,1740.3,24.6,1330.5,1530.3,0.07,0.55,1.8423,53.7,33,9,1.079,,,,,Monogamy,Pair,Bisexual,Yes,,,,,365,163,244,,26.2,,Monogamous,No,1,1,3.5,1020,956,1.063,4.36,4.04,1.079,1020,,,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,61.5,1330,0,,,,,,,,,,,,,,1.9,13.1,,4,16071.8,786.82,1287,469,,,,,,,721,721,,,8016.5,5120,,,,,,,,1020.5,30,,,2,2.36,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_midas,PLA_Callitrichidae_Saguinus_midas,2.02,6.333279628,2.280339484,Polymorphic,Unimale/Multimale,2,Present,Overlap,Low,Monogamous,127,70,0.36,,0.56,0.535,0.591,D,Omnivore,AR,1,2,Forest/Savanna,9.78,9.98,535,591,0.905,,,,,206.83,127,69.6,184.8,-0.17,1606.8,25.3,1441.5,1667,0.05,,,,,,0.991,,,,,Polyandry,Pair,Bisexual,No,425,9.8,40,1.8,240,154,70,2,21,0.572,Polyandrous,No,,,5.8,515,575,0.897,5.37,5.42,0.991,520,1.83,570,535,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16.5,1441,2,,,,,,,,,,,,,,,,,,9643.83,428.47,1061,332,692,7055,17.3,0.29,243,40.9,471,471,120,280,5883,,,,,,,,,841,36.8,,,1.04,1.26,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphalangus_syndactylus,APE_Hylobatidae_Symphalangus_syndactylus,1.02,9.332115429,4.816241156,Trichromatic,Pair/Multimale,,Present,Discrete,Low,Monogamous,232,639,0.73,No,11.3,11.9,10.7,D,Folivore_frugivore,AR,4,1,Forest,123.5,122.45,11880,10710,1.109,4,1,1,1,1003.75,231,635.38,456,0.14,2267.2,24.2,1676.5,1761,0.313,0.75,1.189,44.2,42.4,9.4,1.189,35.6,16.8,35.3,5.3,Monogamy,Pair,Bisexual,No,11295,123.5,553.4,1,986,232,639,9,43,0.085,Monogamous,No,1,,3.6,11900,10700,1.112,21.45,18.04,1.189,11900,11.95,12270,12023,0,0,0,0,0,0,0,0,0,1,1,1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500,7913.4,142.97,51.45,115.79,43.72,293.72,406.85,138.46,268.39,22.71,934.24,586.6,,,,,133890,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,396,294,142,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_arctoidea,PLA_Atelidae_Alouatta_arctoidea,,,,Trichromatic,,,,,,,,,,,6.37,7,5.75,D,Folivore,AR,1,,Forest/Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_belzebul,PLA_Atelidae_Alouatta_belzebul,,8.763271714,3.96726848,Trichromatic,Unimale/Multimale,4,,,,,,,,,6.4,7.27,5.52,D,Folivore_frugivore,AR,3,1,Forest,52.84,51.19,7270,5520,1.317,7,1,1,1,,,,,-6.8,1643.5,24.9,1286.6,1549.8,,,,57.3,19.1,0,1.811,13.75,18.75,57.3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_discolor,PLA_Atelidae_Alouatta_discolor,,,,Trichromatic,,,,,,,,,,,6.37,7.25,5.5,D,Folivore_frugivore,AR,3,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_guariba,PLA_Atelidae_Alouatta_guariba,,8.551594618,3.945457782,Trichromatic,Pair/Unimale/Multimale,0.31,,,,,,,,,5.54,6.73,4.35,D,Folivore_frugivore,AR,1,1,Forest,51.7,49.08,5800,4550,1.275,6.53,1.37,2.2,1.61,,,,,-21.13,1332.3,19.6,1225.7,1332.2,0.03,,,5.2,73,0,1.783,18.33,14.33,64.37,3,,Polygyny,,,4550,49.1,,,,,,,,,Polygynous,Yes,,,6.5,6730,4350,1.547,13.98,5.78,2.419,6730,8.85,6700,6720,0,0,1,0,0,0,1,0,0,0,1,2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_macconnelli,PLA_Atelidae_Alouatta_macconnelli,,,,Trichromatic,Unimale/Multimale,,,,,,,,,,6.37,7.2,5.55,D,Folivore,AR,1,,Forest/Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_nigerrima,PLA_Atelidae_Alouatta_nigerrima,,,,Trichromatic,Unimale,,,,,,,,,,6.45,,,D,Folivore_frugivore,AR,1,,Forest/Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta_ululata,PLA_Atelidae_Alouatta_ululata,,,,Trichromatic,,,,,,,,,,,4.7,,,D,Folivore_frugivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_brumbacki,PLA_Aotidae_Aotus_brumbacki,,,,Monochromatic,,,,,,,,,,,0.67,,,N,Omnivore,AR,3,1,Forest/Savanna,,,,,,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_jorgehernandezi,PLA_Aotidae_Aotus_jorgehernandezi,,,,Monochromatic,,,,,,,,,,,,,,N,,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_lemurinus,PLA_Aotidae_Aotus_lemurinus,1,6.598509029,2.791165108,Monochromatic,Pair,,,,,,,,,,0.89,0.921,0.859,N,Omnivore,AR,3,1,Forest,16.3,16.25,752.8,716.1,1.051,,,,,,135,76,405.6,,,,,,,,,,,,1.171,,,,,Monogamy,Pair,,,716,16.3,,,365,133,75,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,48.8,1490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_miconax,PLA_Aotidae_Aotus_miconax,,,,Monochromatic,,,,,,,,,,,0.8,,,N,Omnivore,AR,3,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,78.5,1334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_nigriceps,PLA_Aotidae_Aotus_nigriceps,,,,Monochromatic,Pair,,,,,,,,,,0.96,0.875,1.04,N,Frugivore,AR,1,,Forest,,,875,1040,0.841,4.1,1,1,1,,,,,-7.72,1807.1,25.2,1432.2,1570.5,0.105,0.708,1.9363,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,53,1432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_vociferans,PLA_Aotidae_Aotus_vociferans,1.02,,,Monochromatic,Pair,0.68,,,,,,,,,0.7,0.708,0.698,N,Frugivore,AR,1,1,Forest,,,708,698,1.014,3.3,1,1,1,,,,265.2,1.06,2174.4,25.3,1476.4,1511.6,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aotus_zonalis,PLA_Aotidae_Aotus_zonalis,,,,Monochromatic,,,,,,,,,,,0.9,0.889,0.916,N,Frugivore,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_chamek,PLA_Atelidae_Ateles_chamek,,,,Polymorphic,Multimale,,,,,,,,,,9.37,9.41,9.33,D,Frugivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_hybridus,PLA_Atelidae_Ateles_hybridus,,8.969796306,4.635214307,Polymorphic,Multimale,,,,,,,,,,8.6,8.25,9,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_marginatus,PLA_Atelidae_Ateles_marginatus,,,,Polymorphic,Multimale,,,,,,,,,,6.96,10.4,5.8,D,Frugivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avahi_betsileo,STR_Indriidae_Avahi_betsileo,,,,Dichromatic,Pair,,,,,,,,,,1,0.8,1.05,N,,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avahi_cleesei,STR_Indriidae_Avahi_cleesei,,,,Dichromatic,Pair,,,,,,,,,,0.99,1,1.058,N,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avahi_meridionalis,STR_Indriidae_Avahi_meridionalis,,,,Dichromatic,Pair,,,,,,,,,,1.18,1.1,1.2,N,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avahi_mooreorum,STR_Indriidae_Avahi_mooreorum,,,,,,,,,,,,,,,0.92,,,N,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
