Microcebus_murinus	2
Microcebus_ravelobensis	2
Miopithecus_ogouensis	1
Mirza_zaza	4
Mirza_zaza	1
Nasalis_larvatus	6
Nomascus_annamensis	1
Nomascus_concolor	1
Nomascus_gabriellae	4
Nomascus_leucogenys	1
Nomascus_siki	1
Nomascus_annamensis	1
Nycticebus_bengalensis	9
Nycticebus_coucang	8
Nycticebus_pygmaeus	8
Otolemur_crassicaudatus	3
Otolemur_garnettii	9
Otolemur_monteiri	2
Pan_paniscus	13
Pan_troglodytes	361
Papio_anubis	92
Papio_cynocephalus	138
Papio_hamadryas	25
Papio_kindae	25
Papio_papio	22
Papio_ursinus	4
Paragalago_cocos	3
Paragalago_granti	1
Paragalago_zanzibaracus	3
Perodicticus_potto	3
Perodicticus_ibeanus	1
Piliocolobus_badius	1
Piliocolobus_gordonorum	1
Piliocolobus_kirkii	1
Piliocolobus_tephrosceles	1
Pithecia_albicans	3
Pithecia_cazuzai	3
Pithecia_chrysocephala	1
Pithecia_hirsuta	6
Pithecia_irrorata	1
Pithecia_isabela	1
Pithecia_mittermeieri	1
Pithecia_monachus	5
Pithecia_pissinattii	3
Pithecia_pithecia	10
Pithecia_sp	1
Pithecia_vanzolinii	1
Plecturocebus_bernhardi	7
Plecturocebus_brunneus	2
Plecturocebus_caligatus	3
Plecturocebus_cinerascens	6
Plecturocebus_cupreus	7
Plecturocebus_donacophilus	1
Plecturocebus_dubius	3
Plecturocebus_grovesi	1
Plecturocebus_hoffmannsi	3
Plecturocebus_miltoni	9
Plecturocebus_moloch	10
Plecturocebus_ochraceous	1
Plecturocebus_oenanthe	1
Plecturocebus_sp	21
Plecturocebus_stephenashi	5
Plecturocebus_toppini	5
Pongo_abelii	41
Pongo_pygmaeus	21
Pongo_tapanuliensis	1
Presbytis_comata	1
Presbytis_mitrata	1
Prolemur_simus	1
Propithecus_coquereli	3
Propithecus_diadema	3
Propithecus_perrieri	1
Propithecus_sp	1
Propithecus_tattersalli	5
Propithecus_verreauxi	1
Propithecus_coronatus	1
Propithecus_diadema	1
Propithecus_edwardsi	1
Propithecus_perrieri	1
Propithecus_tattersalli	1
Propithecus_verreauxi	1
Ptilocercus_lowii	1
Pygathrix_cinerea	5
Pygathrix_nemaeus	13
Pygathrix_nigripes	4
Rhinopithecus_bieti	20
Rhinopithecus_roxellana	1
Saguinus_bicolor	1
Saguinus_fuscicollis	14
Saguinus_illigeri	1
Saguinus_imperator	13
Saguinus_inustus	4
Saguinus_labiatus	20
Saguinus_martinsi	5
Saguinus_midas	4
Saguinus_mystax	11
Saguinus_nigricollis	3
Saguinus_ochraceus	1
Saguinus_oedipus	15
Saguinus_sp	4
Saguinus_geoffroyi	1
Saimiri_boliviensis	4
Saimiri_cassiquiarensis	11
Saimiri_macrodon	18
Saimiri_sciureus	9
Saimiri_sp	3
Saimiri_ustus	15
Saimiri_oerstedii	1
Sapajus_apella	8
Sapajus_macrocephalus	35
Sapajus_sp	6
Semnopithecus_entellus	8
Semnopithecus_hypoleucos	4
Semnopithecus_johnii	2
Semnopithecus_priam	1
Semnopithecus_schistaceus	2
Semnopithecus_vetulus	3
Symphalangus_syndactylus	3
Tarsius_dentatus	1
Tarsius_lariang	1
Tarsius_wallacei	1
Theropithecus_gelada	1
Trachypithecus_auratus	7
Trachypithecus_crepusculus	1
Trachypithecus_cristatus	3
Trachypithecus_francoisi	12
Trachypithecus_geei	6
Trachypithecus_germaini	1
Trachypithecus_hatinhensis	1
Trachypithecus_laotum	1
Trachypithecus_leucocephalus	1
Trachypithecus_melamera	1
Trachypithecus_obscurus	2
Trachypithecus_phayrei	2
Trachypithecus_pileatus	1
Trachypithecus_poliocephalus	10
Trachypithecus_sp	1
NA_NA	1
Varecia_NA	1
Varecia_rubra	1
Varecia_rubriventer	3
Varecia_varecia	1
Varecia_variegata	3
